Country,Year,Begin,End,Outcome,Region
Madagascar,2013,2013,2017,Stabilized electoral autocracy,Sub-Saharan Africa
Madagascar,2014,2013,2017,Stabilized electoral autocracy,Sub-Saharan Africa
Madagascar,2015,2013,2017,Stabilized electoral autocracy,Sub-Saharan Africa
Madagascar,2016,2013,2017,Stabilized electoral autocracy,Sub-Saharan Africa
Madagascar,2017,2013,2017,Stabilized electoral autocracy,Sub-Saharan Africa
Malawi,1960,1960,1964,Failed liberalization,Sub-Saharan Africa
Malawi,1961,1960,1964,Failed liberalization,Sub-Saharan Africa
Malawi,1962,1960,1964,Failed liberalization,Sub-Saharan Africa
Malawi,1963,1960,1964,Failed liberalization,Sub-Saharan Africa
Malawi,1964,1960,1964,Failed liberalization,Sub-Saharan Africa
Malawi,1992,1992,1999,Success,Sub-Saharan Africa
Malawi,1993,1992,1999,Success,Sub-Saharan Africa
Malawi,1994,1992,1999,Success,Sub-Saharan Africa
Malawi,1995,1992,1999,Success,Sub-Saharan Africa
Malawi,1996,1992,1999,Success,Sub-Saharan Africa
Malawi,1997,1992,1999,Success,Sub-Saharan Africa
Malawi,1998,1992,1999,Success,Sub-Saharan Africa
Malawi,1999,1992,1999,Success,Sub-Saharan Africa
Malaysia,1946,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1947,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1948,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1949,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1950,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1951,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1952,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1953,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1954,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1955,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1956,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1957,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1958,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1959,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1960,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1961,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1962,1946,1962,Failed liberalization,East Asia and Pacific
Malaysia,1972,1972,1975,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1973,1972,1975,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1974,1972,1975,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1975,1972,1975,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1991,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1992,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1993,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1994,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1995,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1996,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1997,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1998,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,1999,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2000,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2001,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2002,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2003,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2004,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2005,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2006,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2007,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2008,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2009,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2010,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Malaysia,2011,1991,2011,Stabilized electoral autocracy,East Asia and Pacific
Maldives,1990,1990,2009,Success,South Asia
Maldives,1991,1990,2009,Success,South Asia
Maldives,1992,1990,2009,Success,South Asia
Maldives,1993,1990,2009,Success,South Asia
Maldives,1994,1990,2009,Success,South Asia
Maldives,1995,1990,2009,Success,South Asia
Maldives,1996,1990,2009,Success,South Asia
Maldives,1997,1990,2009,Success,South Asia
Maldives,1998,1990,2009,Success,South Asia
Maldives,1999,1990,2009,Success,South Asia
Maldives,2000,1990,2009,Success,South Asia
Maldives,2001,1990,2009,Success,South Asia
Maldives,2002,1990,2009,Success,South Asia
Maldives,2003,1990,2009,Success,South Asia
Maldives,2004,1990,2009,Success,South Asia
Maldives,2005,1990,2009,Success,South Asia
Maldives,2006,1990,2009,Success,South Asia
Maldives,2007,1990,2009,Success,South Asia
Maldives,2008,1990,2009,Success,South Asia
Maldives,2009,1990,2009,Success,South Asia
Mali,1945,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1946,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1947,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1948,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1949,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1950,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1951,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1952,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1953,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1954,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1955,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1956,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1957,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1958,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1959,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1960,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1961,1945,1961,Failed liberalization,Sub-Saharan Africa
Mali,1992,1992,1997,Success,Sub-Saharan Africa
Mali,1993,1992,1997,Success,Sub-Saharan Africa
Mali,1994,1992,1997,Success,Sub-Saharan Africa
Mali,1995,1992,1997,Success,Sub-Saharan Africa
Mali,1996,1992,1997,Success,Sub-Saharan Africa
Mali,1997,1992,1997,Success,Sub-Saharan Africa
Mali,2014,2014,2018,Success,Sub-Saharan Africa
Mali,2015,2014,2018,Success,Sub-Saharan Africa
Mali,2016,2014,2018,Success,Sub-Saharan Africa
Mali,2017,2014,2018,Success,Sub-Saharan Africa
Mali,2018,2014,2018,Success,Sub-Saharan Africa
Malta,1921,1921,1922,Failed liberalization,Middle East and North Africa
Malta,1922,1921,1922,Failed liberalization,Middle East and North Africa
Malta,1932,1932,1933,Failed liberalization,Middle East and North Africa
Malta,1933,1932,1933,Failed liberalization,Middle East and North Africa
Malta,1947,1947,1950,Success,Middle East and North Africa
Malta,1948,1947,1950,Success,Middle East and North Africa
Malta,1949,1947,1950,Success,Middle East and North Africa
Malta,1950,1947,1950,Success,Middle East and North Africa
Malta,1962,1962,1966,Success,Middle East and North Africa
Malta,1963,1962,1966,Success,Middle East and North Africa
Malta,1964,1962,1966,Success,Middle East and North Africa
Malta,1965,1962,1966,Success,Middle East and North Africa
Malta,1966,1962,1966,Success,Middle East and North Africa
Mauritania,1945,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1946,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1947,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1948,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1949,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1950,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1951,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1952,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1953,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1954,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1955,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1956,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1957,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1958,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1959,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1960,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1961,1945,1961,Failed liberalization,Sub-Saharan Africa
Mauritania,1991,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,1992,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,1993,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,1994,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,1995,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,1996,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,1997,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,1998,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,1999,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,2000,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,2001,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,2002,1991,2002,Failed liberalization,Sub-Saharan Africa
Mauritania,2007,2007,2007,Failed liberalization,Sub-Saharan Africa
Mauritania,2010,2010,2010,Stabilized electoral autocracy,Sub-Saharan Africa
Mauritius,1948,1948,1976,Success,Sub-Saharan Africa
Mauritius,1949,1948,1976,Success,Sub-Saharan Africa
Mauritius,1950,1948,1976,Success,Sub-Saharan Africa
Mauritius,1951,1948,1976,Success,Sub-Saharan Africa
Mauritius,1952,1948,1976,Success,Sub-Saharan Africa
Mauritius,1953,1948,1976,Success,Sub-Saharan Africa
Mauritius,1954,1948,1976,Success,Sub-Saharan Africa
Mauritius,1955,1948,1976,Success,Sub-Saharan Africa
Mauritius,1956,1948,1976,Success,Sub-Saharan Africa
Mauritius,1957,1948,1976,Success,Sub-Saharan Africa
Mauritius,1958,1948,1976,Success,Sub-Saharan Africa
Mauritius,1959,1948,1976,Success,Sub-Saharan Africa
Mauritius,1960,1948,1976,Success,Sub-Saharan Africa
Mauritius,1961,1948,1976,Success,Sub-Saharan Africa
Mauritius,1962,1948,1976,Success,Sub-Saharan Africa
Mauritius,1963,1948,1976,Success,Sub-Saharan Africa
Mauritius,1964,1948,1976,Success,Sub-Saharan Africa
Mauritius,1965,1948,1976,Success,Sub-Saharan Africa
Mauritius,1966,1948,1976,Success,Sub-Saharan Africa
Mauritius,1967,1948,1976,Success,Sub-Saharan Africa
Mauritius,1968,1948,1976,Success,Sub-Saharan Africa
Mauritius,1969,1948,1976,Success,Sub-Saharan Africa
Mauritius,1970,1948,1976,Success,Sub-Saharan Africa
Mauritius,1971,1948,1976,Success,Sub-Saharan Africa
Mauritius,1972,1948,1976,Success,Sub-Saharan Africa
Mauritius,1973,1948,1976,Success,Sub-Saharan Africa
Mauritius,1974,1948,1976,Success,Sub-Saharan Africa
Mauritius,1975,1948,1976,Success,Sub-Saharan Africa
Mauritius,1976,1948,1976,Success,Sub-Saharan Africa
Mexico,1967,1967,1997,Success,Latin America and Caribbean
Mexico,1968,1967,1997,Success,Latin America and Caribbean
Mexico,1969,1967,1997,Success,Latin America and Caribbean
Mexico,1970,1967,1997,Success,Latin America and Caribbean
Mexico,1971,1967,1997,Success,Latin America and Caribbean
Mexico,1972,1967,1997,Success,Latin America and Caribbean
Mexico,1973,1967,1997,Success,Latin America and Caribbean
Mexico,1974,1967,1997,Success,Latin America and Caribbean
Mexico,1975,1967,1997,Success,Latin America and Caribbean
Mexico,1976,1967,1997,Success,Latin America and Caribbean
Mexico,1977,1967,1997,Success,Latin America and Caribbean
Mexico,1978,1967,1997,Success,Latin America and Caribbean
Mexico,1979,1967,1997,Success,Latin America and Caribbean
Mexico,1980,1967,1997,Success,Latin America and Caribbean
Mexico,1981,1967,1997,Success,Latin America and Caribbean
Mexico,1982,1967,1997,Success,Latin America and Caribbean
Mexico,1983,1967,1997,Success,Latin America and Caribbean
Mexico,1984,1967,1997,Success,Latin America and Caribbean
Mexico,1985,1967,1997,Success,Latin America and Caribbean
Mexico,1986,1967,1997,Success,Latin America and Caribbean
Mexico,1987,1967,1997,Success,Latin America and Caribbean
Mexico,1988,1967,1997,Success,Latin America and Caribbean
Mexico,1989,1967,1997,Success,Latin America and Caribbean
Mexico,1990,1967,1997,Success,Latin America and Caribbean
Mexico,1991,1967,1997,Success,Latin America and Caribbean
Mexico,1992,1967,1997,Success,Latin America and Caribbean
Mexico,1993,1967,1997,Success,Latin America and Caribbean
Mexico,1994,1967,1997,Success,Latin America and Caribbean
Mexico,1995,1967,1997,Success,Latin America and Caribbean
Mexico,1996,1967,1997,Success,Latin America and Caribbean
Mexico,1997,1967,1997,Success,Latin America and Caribbean
Moldova,1991,1991,1994,Success,Europe and Central Asia
Moldova,1992,1991,1994,Success,Europe and Central Asia
Moldova,1993,1991,1994,Success,Europe and Central Asia
Moldova,1994,1991,1994,Success,Europe and Central Asia
Moldova,2009,2009,2009,Success,Europe and Central Asia
Mongolia,1989,1989,1992,Success,East Asia and Pacific
Mongolia,1990,1989,1992,Success,East Asia and Pacific
Mongolia,1991,1989,1992,Success,East Asia and Pacific
Mongolia,1992,1989,1992,Success,East Asia and Pacific
Montenegro,1999,1999,2003,Preempted transition,Europe and Central Asia
Montenegro,2000,1999,2003,Preempted transition,Europe and Central Asia
Montenegro,2001,1999,2003,Preempted transition,Europe and Central Asia
Montenegro,2002,1999,2003,Preempted transition,Europe and Central Asia
Montenegro,2003,1999,2003,Preempted transition,Europe and Central Asia
Namibia,1985,1985,1994,Success,Sub-Saharan Africa
Namibia,1986,1985,1994,Success,Sub-Saharan Africa
Namibia,1987,1985,1994,Success,Sub-Saharan Africa
Namibia,1988,1985,1994,Success,Sub-Saharan Africa
Namibia,1989,1985,1994,Success,Sub-Saharan Africa
Namibia,1990,1985,1994,Success,Sub-Saharan Africa
Namibia,1991,1985,1994,Success,Sub-Saharan Africa
Namibia,1992,1985,1994,Success,Sub-Saharan Africa
Namibia,1993,1985,1994,Success,Sub-Saharan Africa
Namibia,1994,1985,1994,Success,Sub-Saharan Africa
Nepal,1950,1950,1959,Failed liberalization,South Asia
Nepal,1951,1950,1959,Failed liberalization,South Asia
Nepal,1952,1950,1959,Failed liberalization,South Asia
Nepal,1953,1950,1959,Failed liberalization,South Asia
Nepal,1954,1950,1959,Failed liberalization,South Asia
Nepal,1955,1950,1959,Failed liberalization,South Asia
Nepal,1956,1950,1959,Failed liberalization,South Asia
Nepal,1957,1950,1959,Failed liberalization,South Asia
Nepal,1958,1950,1959,Failed liberalization,South Asia
Nepal,1959,1950,1959,Failed liberalization,South Asia
Nepal,1982,1982,1992,Failed liberalization,South Asia
Nepal,1983,1982,1992,Failed liberalization,South Asia
Nepal,1984,1982,1992,Failed liberalization,South Asia
Nepal,1985,1982,1992,Failed liberalization,South Asia
Nepal,1986,1982,1992,Failed liberalization,South Asia
Nepal,1987,1982,1992,Failed liberalization,South Asia
Nepal,1988,1982,1992,Failed liberalization,South Asia
Nepal,1989,1982,1992,Failed liberalization,South Asia
Nepal,1990,1982,1992,Failed liberalization,South Asia
Nepal,1991,1982,1992,Failed liberalization,South Asia
Nepal,1992,1982,1992,Failed liberalization,South Asia
Nepal,2007,2007,2009,Preempted transition,South Asia
Nepal,2008,2007,2009,Preempted transition,South Asia
Nepal,2009,2007,2009,Preempted transition,South Asia
Nepal,2014,2014,2017,Success,South Asia
Nepal,2015,2014,2017,Success,South Asia
Nepal,2016,2014,2017,Success,South Asia
Nepal,2017,2014,2017,Success,South Asia
Netherlands,1910,1910,1918,Success,Europe and Central Asia
Netherlands,1911,1910,1918,Success,Europe and Central Asia
Netherlands,1912,1910,1918,Success,Europe and Central Asia
Netherlands,1913,1910,1918,Success,Europe and Central Asia
Netherlands,1914,1910,1918,Success,Europe and Central Asia
Netherlands,1915,1910,1918,Success,Europe and Central Asia
Netherlands,1916,1910,1918,Success,Europe and Central Asia
Netherlands,1917,1910,1918,Success,Europe and Central Asia
Netherlands,1918,1910,1918,Success,Europe and Central Asia
Netherlands,1945,1945,1948,Success,Europe and Central Asia
Netherlands,1946,1945,1948,Success,Europe and Central Asia
Netherlands,1947,1945,1948,Success,Europe and Central Asia
Netherlands,1948,1945,1948,Success,Europe and Central Asia
Nicaragua,1980,1980,1990,Success,Latin America and Caribbean
Nicaragua,1981,1980,1990,Success,Latin America and Caribbean
Nicaragua,1982,1980,1990,Success,Latin America and Caribbean
Nicaragua,1983,1980,1990,Success,Latin America and Caribbean
Nicaragua,1984,1980,1990,Success,Latin America and Caribbean
Nicaragua,1985,1980,1990,Success,Latin America and Caribbean
Nicaragua,1986,1980,1990,Success,Latin America and Caribbean
Nicaragua,1987,1980,1990,Success,Latin America and Caribbean
Nicaragua,1988,1980,1990,Success,Latin America and Caribbean
Nicaragua,1989,1980,1990,Success,Latin America and Caribbean
Nicaragua,1990,1980,1990,Success,Latin America and Caribbean
Niger,1957,1957,1961,Failed liberalization,Sub-Saharan Africa
Niger,1958,1957,1961,Failed liberalization,Sub-Saharan Africa
Niger,1959,1957,1961,Failed liberalization,Sub-Saharan Africa
Niger,1960,1957,1961,Failed liberalization,Sub-Saharan Africa
Niger,1961,1957,1961,Failed liberalization,Sub-Saharan Africa
Niger,1988,1988,1991,Failed liberalization,Sub-Saharan Africa
Niger,1989,1988,1991,Failed liberalization,Sub-Saharan Africa
Niger,1990,1988,1991,Failed liberalization,Sub-Saharan Africa
Niger,1991,1988,1991,Failed liberalization,Sub-Saharan Africa
Niger,1993,1993,1993,Success,Sub-Saharan Africa
Niger,2000,2000,2004,Success,Sub-Saharan Africa
Niger,2001,2000,2004,Success,Sub-Saharan Africa
Niger,2002,2000,2004,Success,Sub-Saharan Africa
Niger,2003,2000,2004,Success,Sub-Saharan Africa
Niger,2004,2000,2004,Success,Sub-Saharan Africa
Niger,2011,2011,2011,Success,Sub-Saharan Africa
Nigeria,1978,1978,1980,Failed liberalization,Sub-Saharan Africa
Nigeria,1979,1978,1980,Failed liberalization,Sub-Saharan Africa
Nigeria,1980,1978,1980,Failed liberalization,Sub-Saharan Africa
Nigeria,1998,1998,2000,Preempted transition,Sub-Saharan Africa
Nigeria,1999,1998,2000,Preempted transition,Sub-Saharan Africa
Nigeria,2000,1998,2000,Preempted transition,Sub-Saharan Africa
Nigeria,2011,2011,2015,Success,Sub-Saharan Africa
Nigeria,2012,2011,2015,Success,Sub-Saharan Africa
Nigeria,2013,2011,2015,Success,Sub-Saharan Africa
Nigeria,2014,2011,2015,Success,Sub-Saharan Africa
Nigeria,2015,2011,2015,Success,Sub-Saharan Africa
Norway,1906,1906,1906,Success,Europe and Central Asia
Norway,1945,1945,1949,Success,Europe and Central Asia
Norway,1946,1945,1949,Success,Europe and Central Asia
Norway,1947,1945,1949,Success,Europe and Central Asia
Norway,1948,1945,1949,Success,Europe and Central Asia
Norway,1949,1945,1949,Success,Europe and Central Asia
Pakistan,1985,1985,1990,Failed liberalization,South Asia
Pakistan,1986,1985,1990,Failed liberalization,South Asia
Pakistan,1987,1985,1990,Failed liberalization,South Asia
Pakistan,1988,1985,1990,Failed liberalization,South Asia
Pakistan,1989,1985,1990,Failed liberalization,South Asia
Pakistan,1990,1985,1990,Failed liberalization,South Asia
Pakistan,2002,2002,2010,Preempted transition,South Asia
Pakistan,2003,2002,2010,Preempted transition,South Asia
Pakistan,2004,2002,2010,Preempted transition,South Asia
Pakistan,2005,2002,2010,Preempted transition,South Asia
Pakistan,2006,2002,2010,Preempted transition,South Asia
Pakistan,2007,2002,2010,Preempted transition,South Asia
Pakistan,2008,2002,2010,Preempted transition,South Asia
Pakistan,2009,2002,2010,Preempted transition,South Asia
Pakistan,2010,2002,2010,Preempted transition,South Asia
Panama,1904,1904,1905,Failed liberalization,Latin America and Caribbean
Panama,1905,1904,1905,Failed liberalization,Latin America and Caribbean
Panama,1947,1947,1949,Failed liberalization,Latin America and Caribbean
Panama,1948,1947,1949,Failed liberalization,Latin America and Caribbean
Panama,1949,1947,1949,Failed liberalization,Latin America and Caribbean
Panama,1953,1953,1957,Failed liberalization,Latin America and Caribbean
Panama,1954,1953,1957,Failed liberalization,Latin America and Caribbean
Panama,1955,1953,1957,Failed liberalization,Latin America and Caribbean
Panama,1956,1953,1957,Failed liberalization,Latin America and Caribbean
Panama,1957,1953,1957,Failed liberalization,Latin America and Caribbean
Panama,1973,1973,1991,Success,Latin America and Caribbean
Panama,1974,1973,1991,Success,Latin America and Caribbean
Panama,1975,1973,1991,Success,Latin America and Caribbean
Panama,1976,1973,1991,Success,Latin America and Caribbean
Panama,1977,1973,1991,Success,Latin America and Caribbean
Panama,1978,1973,1991,Success,Latin America and Caribbean
Panama,1979,1973,1991,Success,Latin America and Caribbean
Panama,1980,1973,1991,Success,Latin America and Caribbean
Panama,1981,1973,1991,Success,Latin America and Caribbean
Panama,1982,1973,1991,Success,Latin America and Caribbean
Panama,1983,1973,1991,Success,Latin America and Caribbean
Panama,1984,1973,1991,Success,Latin America and Caribbean
Panama,1985,1973,1991,Success,Latin America and Caribbean
Panama,1986,1973,1991,Success,Latin America and Caribbean
Panama,1987,1973,1991,Success,Latin America and Caribbean
Panama,1988,1973,1991,Success,Latin America and Caribbean
Panama,1989,1973,1991,Success,Latin America and Caribbean
Panama,1990,1973,1991,Success,Latin America and Caribbean
Panama,1991,1973,1991,Success,Latin America and Caribbean
Papua New Guinea,1946,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1947,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1948,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1949,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1950,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1951,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1952,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1953,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1954,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1955,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1956,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1957,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1958,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1959,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1960,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1961,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1962,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1963,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1964,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1965,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1966,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1967,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1968,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1969,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1970,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1971,1946,1972,Success,East Asia and Pacific
Papua New Guinea,1972,1946,1972,Success,East Asia and Pacific
Paraguay,1987,1987,1993,Success,Latin America and Caribbean
Paraguay,1988,1987,1993,Success,Latin America and Caribbean
Paraguay,1989,1987,1993,Success,Latin America and Caribbean
Paraguay,1990,1987,1993,Success,Latin America and Caribbean
Paraguay,1991,1987,1993,Success,Latin America and Caribbean
Paraguay,1992,1987,1993,Success,Latin America and Caribbean
Paraguay,1993,1987,1993,Success,Latin America and Caribbean
Peru,1939,1939,1946,Failed liberalization,Latin America and Caribbean
Peru,1940,1939,1946,Failed liberalization,Latin America and Caribbean
Peru,1941,1939,1946,Failed liberalization,Latin America and Caribbean
Peru,1942,1939,1946,Failed liberalization,Latin America and Caribbean
Peru,1943,1939,1946,Failed liberalization,Latin America and Caribbean
Peru,1944,1939,1946,Failed liberalization,Latin America and Caribbean
Peru,1945,1939,1946,Failed liberalization,Latin America and Caribbean
Peru,1946,1939,1946,Failed liberalization,Latin America and Caribbean
Peru,1950,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1951,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1952,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1953,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1954,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1955,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1956,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1957,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1958,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1959,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1960,1950,1960,Failed liberalization,Latin America and Caribbean
Peru,1964,1964,1964,Failed liberalization,Latin America and Caribbean
Peru,1978,1978,1985,Success,Latin America and Caribbean
Peru,1979,1978,1985,Success,Latin America and Caribbean
Peru,1980,1978,1985,Success,Latin America and Caribbean
Peru,1981,1978,1985,Success,Latin America and Caribbean
Peru,1982,1978,1985,Success,Latin America and Caribbean
Peru,1983,1978,1985,Success,Latin America and Caribbean
Peru,1984,1978,1985,Success,Latin America and Caribbean
Peru,1985,1978,1985,Success,Latin America and Caribbean
Peru,1993,1993,1996,Failed liberalization,Latin America and Caribbean
Peru,1994,1993,1996,Failed liberalization,Latin America and Caribbean
Peru,1995,1993,1996,Failed liberalization,Latin America and Caribbean
Peru,1996,1993,1996,Failed liberalization,Latin America and Caribbean
Peru,2001,2001,2001,Success,Latin America and Caribbean
Philippines,1944,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1945,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1946,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1947,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1948,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1949,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1950,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1951,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1952,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1953,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1954,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1955,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1956,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1957,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1958,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1959,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1960,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1961,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1962,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1963,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1964,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1965,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1966,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1967,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1968,1944,1968,Failed liberalization,East Asia and Pacific
Philippines,1983,1983,1992,Success,East Asia and Pacific
Philippines,1984,1983,1992,Success,East Asia and Pacific
Philippines,1985,1983,1992,Success,East Asia and Pacific
Philippines,1986,1983,1992,Success,East Asia and Pacific
Philippines,1987,1983,1992,Success,East Asia and Pacific
